Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
54968750,1,256,Trig. 256                               ,54.96875,0.179687,,,,,,,,,,,,,
55144531,1,256,Trig. 256                               ,55.144531,0.175781,,,,,,,,,,,,,
55324219,1,9,Trig. 9                                 ,55.324219,0.179688,0.179688,,9,3,,,,,,,,,
55660156,1,256,Trig. 256                               ,55.660156,0.335937,,,,,,,,,,,,,
55835938,1,256,Trig. 256                               ,55.835938,0.175782,,,,,,,,,,,,,
55902344,1,2,Trig. 2                                 ,55.902344,0.066406,,,2,,,,,,,,,,
56003906,1,4096,Trig. 4096                              ,56.003906,0.101562,,,,,,,,,,,,,
56019531,1,4,Trig. 4                                 ,56.019531,0.015625,,,4,,,,,,,,,,
56029297,1,14,Trig. 14                                ,56.029297,0.009766,,,,,,,,,,,,,
56728516,1,252,Trig. 252                               ,56.728516,0.699219,,1,,,,,,,,,,,
56740234,1,7,Trig. 7                                 ,56.740234,0.011718,0.011718,,7,1,,,,,,,,,
56875000,1,256,Trig. 256                               ,56.875,0.134766,,,,,,,,,,,,,
56878906,1,256,Trig. 256                               ,56.878906,0.003906,,,,,,,,,,,,,
57058594,1,256,Trig. 256                               ,57.058594,0.179688,,,,,,,,,,,,,
57234375,1,256,Trig. 256                               ,57.234375,0.175781,,,,,,,,,,,,,
57437500,1,8,Trig. 8                                 ,57.4375,0.203125,0.203125,,8,2,,,,,,,,,
57580078,1,256,Trig. 256                               ,57.580078,0.142578,,,,,,,,,,,,,
57750000,1,256,Trig. 256                               ,57.75,0.169922,,,,,,,,,,,,,
57925781,1,256,Trig. 256                               ,57.925781,0.175781,,,,,,,,,,,,,
58136719,1,9,Trig. 9                                 ,58.136719,0.210938,0.210938,,9,3,,,,,,,,,
58277344,1,256,Trig. 256                               ,58.277344,0.140625,,,,,,,,,,,,,
58626953,1,256,Trig. 256                               ,58.626953,0.349609,,,,,,,,,,,,,
58632813,1,256,Trig. 256                               ,58.632813,0.00586,,,,,,,,,,,,,
58839844,1,2,Trig. 2                                 ,58.839844,0.207031,,,2,,,,,,,,,,
58939453,1,4096,Trig. 4096                              ,58.939453,0.099609,,,,,,,,,,,,,
58958984,1,4,Trig. 4                                 ,58.958984,0.019531,,,4,,,,,,,,,,
59539063,1,252,Trig. 252                               ,59.539063,0.580079,,1,,,,,,,,,,,
59562500,1,7,Trig. 7                                 ,59.5625,0.023437,0.023437,,7,1,,,,,,,,,
59716797,1,256,Trig. 256                               ,59.716797,0.154297,,,,,,,,,,,,,
59886719,1,256,Trig. 256                               ,59.886719,0.169922,,,,,,,,,,,,,
59992188,1,256,Trig. 256                               ,59.992188,0.105469,,,,,,,,,,,,,
60066406,1,256,Trig. 256                               ,60.066406,0.074218,,,,,,,,,,,,,
60072266,1,256,Trig. 256                               ,60.072266,0.00586,,,,,,,,,,,,,
60250000,1,8,Trig. 8                                 ,60.25,0.177734,0.177734,,8,2,,,,,,,,,
60404297,1,256,Trig. 256                               ,60.404297,0.154297,,,,,,,,,,,,,
60408203,1,256,Trig. 256                               ,60.408203,0.003906,,,,,,,,,,,,,
60587891,1,256,Trig. 256                               ,60.587891,0.179688,,,,,,,,,,,,,
60763672,1,256,Trig. 256                               ,60.763672,0.175781,,,,,,,,,,,,,
60949219,1,9,Trig. 9                                 ,60.949219,0.185547,0.185547,,9,3,,,,,,,,,
61279297,1,256,Trig. 256                               ,61.279297,0.330078,,,,,,,,,,,,,
61455078,1,256,Trig. 256                               ,61.455078,0.175781,,,,,,,,,,,,,
61494141,1,1,Trig. 1                                 ,61.494141,0.039063,,,1,,,,,,,,,,
61615234,1,2048,Trig. 2048                              ,61.615234,0.121093,,,,,,,,,,,,,
61628906,1,3,Trig. 3                                 ,61.628906,0.013672,,,3,,,,,,,,,,
62349609,1,252,Trig. 252                               ,62.349609,0.720703,,1,,,,,,,,,,,
62367188,1,7,Trig. 7                                 ,62.367188,0.017579,0.017579,,7,1,,,,,,,,,
62494141,1,256,Trig. 256                               ,62.494141,0.126953,,,,,,,,,,,,,
62498047,1,256,Trig. 256                               ,62.498047,0.003906,,,,,,,,,,,,,
62677734,1,256,Trig. 256                               ,62.677734,0.179687,,,,,,,,,,,,,
62853516,1,256,Trig. 256                               ,62.853516,0.175782,,,,,,,,,,,,,
63060547,1,8,Trig. 8                                 ,63.060547,0.207031,0.207031,,8,2,,,,,,,,,
63246094,1,256,Trig. 256                               ,63.246094,0.185547,,,,,,,,,,,,,
63416016,1,256,Trig. 256                               ,63.416016,0.169922,,,,,,,,,,,,,
63595703,1,256,Trig. 256                               ,63.595703,0.179687,,,,,,,,,,,,,
63759766,1,9,Trig. 9                                 ,63.759766,0.164063,0.164063,,9,3,,,,,,,,,
63933594,1,256,Trig. 256                               ,63.933594,0.173828,,,,,,,,,,,,,
63937500,1,256,Trig. 256                               ,63.9375,0.003906,,,,,,,,,,,,,
64117188,1,256,Trig. 256                               ,64.117188,0.179688,,,,,,,,,,,,,
64220703,1,1,Trig. 1                                 ,64.220703,0.103515,0.103515,,1,,,,,,,,,,
64292969,1,256,Trig. 256                               ,64.292969,0.072266,,,,,,,,,,,,,
64347656,1,2048,Trig. 2048                              ,64.347656,0.054687,,,,,,,,,,,,,
64371094,1,3,Trig. 3                                 ,64.371094,0.023438,,,3,,,,,,,,,,
65160156,1,252,Trig. 252                               ,65.160156,0.789062,,1,,,,,,,,,,,
65171875,1,7,Trig. 7                                 ,65.171875,0.011719,0.011719,,7,1,,,,,,,,,
65335938,1,256,Trig. 256                               ,65.335938,0.164063,,,,,,,,,,,,,
65505859,1,256,Trig. 256                               ,65.505859,0.169921,,,,,,,,,,,,,
65611328,1,256,Trig. 256                               ,65.611328,0.105469,,,,,,,,,,,,,
65685547,1,256,Trig. 256                               ,65.685547,0.074219,,,,,,,,,,,,,
65691406,1,256,Trig. 256                               ,65.691406,0.005859,,,,,,,,,,,,,
65869141,1,8,Trig. 8                                 ,65.869141,0.177735,0.177735,,8,2,,,,,,,,,
66023438,1,256,Trig. 256                               ,66.023438,0.154297,,,,,,,,,,,,,
66027344,1,256,Trig. 256                               ,66.027344,0.003906,,,,,,,,,,,,,
66207031,1,256,Trig. 256                               ,66.207031,0.179687,,,,,,,,,,,,,
66382813,1,256,Trig. 256                               ,66.382813,0.175782,,,,,,,,,,,,,
66570313,1,9,Trig. 9                                 ,66.570313,0.1875,,,9,3,,,,,,,,,
66578125,1,14,Trig. 14                                ,66.578125,0.007812,,,,,,,,,,,,,
66898438,1,256,Trig. 256                               ,66.898438,0.320313,,,,,,,,,,,,,
66900391,1,1,Trig. 1                                 ,66.900391,0.001953,,,1,,,,,,,,,,
67011719,1,2048,Trig. 2048                              ,67.011719,0.111328,,,,,,,,,,,,,
67033203,1,3,Trig. 3                                 ,67.033203,0.021484,0.021484,,3,,,,,,,,,,
67074219,1,256,Trig. 256                               ,67.074219,0.041016,,,,,,,,,,,,,
67970703,1,252,Trig. 252                               ,67.970703,0.896484,,1,,,,,,,,,,,
67994141,1,7,Trig. 7                                 ,67.994141,0.023438,0.023438,,7,1,,,,,,,,,
68164063,1,256,Trig. 256                               ,68.164063,0.169922,,,,,,,,,,,,,
68343750,1,256,Trig. 256                               ,68.34375,0.179687,,,,,,,,,,,,,
68513672,1,256,Trig. 256                               ,68.513672,0.169922,,,,,,,,,,,,,
68679688,1,8,Trig. 8                                 ,68.679688,0.166016,0.166016,,8,2,,,,,,,,,
68818359,1,256,Trig. 256                               ,68.818359,0.138671,,,,,,,,,,,,,
68988281,1,256,Trig. 256                               ,68.988281,0.169922,,,,,,,,,,,,,
69164063,1,256,Trig. 256                               ,69.164063,0.175782,,,,,,,,,,,,,
69378906,1,9,Trig. 9                                 ,69.378906,0.214843,0.214843,,9,3,,,,,,,,,
69515625,1,256,Trig. 256                               ,69.515625,0.136719,,,,,,,,,,,,,
69865234,1,256,Trig. 256                               ,69.865234,0.349609,,,,,,,,,,,,,
69871094,1,256,Trig. 256                               ,69.871094,0.00586,,,,,,,,,,,,,
69876953,1,2,Trig. 2                                 ,69.876953,0.005859,,,2,,,,,,,,,,
70007813,1,4096,Trig. 4096                              ,70.007813,0.13086,,,,,,,,,,,,,
70027344,1,4,Trig. 4                                 ,70.027344,0.019531,,,4,,,,,,,,,,
70779297,1,252,Trig. 252                               ,70.779297,0.751953,,1,,,,,,,,,,,
70800781,1,7,Trig. 7                                 ,70.800781,0.021484,0.021484,,7,1,,,,,,,,,
70955078,1,256,Trig. 256                               ,70.955078,0.154297,,,,,,,,,,,,,
71125000,1,256,Trig. 256                               ,71.125,0.169922,,,,,,,,,,,,,
71230469,1,256,Trig. 256                               ,71.230469,0.105469,,,,,,,,,,,,,
71304688,1,256,Trig. 256                               ,71.304688,0.074219,,,,,,,,,,,,,
71310547,1,256,Trig. 256                               ,71.310547,0.005859,,,,,,,,,,,,,
71488281,1,8,Trig. 8                                 ,71.488281,0.177734,0.177734,,8,2,,,,,,,,,
71642578,1,256,Trig. 256                               ,71.642578,0.154297,,,,,,,,,,,,,
71646484,1,256,Trig. 256                               ,71.646484,0.003906,,,,,,,,,,,,,
71826172,1,256,Trig. 256                               ,71.826172,0.179688,,,,,,,,,,,,,
72001953,1,256,Trig. 256                               ,72.001953,0.175781,,,,,,,,,,,,,
72189453,1,9,Trig. 9                                 ,72.189453,0.1875,0.1875,,9,3,,,,,,,,,
72517578,1,256,Trig. 256                               ,72.517578,0.328125,,,,,,,,,,,,,
72693359,1,256,Trig. 256                               ,72.693359,0.175781,,,,,,,,,,,,,
72708984,1,2,Trig. 2                                 ,72.708984,0.015625,,,2,,,,,,,,,,
72800781,1,4096,Trig. 4096                              ,72.800781,0.091797,,,,,,,,,,,,,
72826172,1,4,Trig. 4                                 ,72.826172,0.025391,,,4,,,,,,,,,,
73589844,1,252,Trig. 252                               ,73.589844,0.763672,,1,,,,,,,,,,,
73605469,1,7,Trig. 7                                 ,73.605469,0.015625,0.015625,,7,1,,,,,,,,,
73732422,1,256,Trig. 256                               ,73.732422,0.126953,,,,,,,,,,,,,
73736328,1,256,Trig. 256                               ,73.736328,0.003906,,,,,,,,,,,,,
73916016,1,256,Trig. 256                               ,73.916016,0.179688,,,,,,,,,,,,,
74013672,1,256,Trig. 256                               ,74.013672,0.097656,,,,,,,,,,,,,
74091797,1,256,Trig. 256                               ,74.091797,0.078125,,,,,,,,,,,,,
74298828,1,8,Trig. 8                                 ,74.298828,0.207031,0.207031,,8,2,,,,,,,,,
74437500,1,256,Trig. 256                               ,74.4375,0.138672,,,,,,,,,,,,,
74607422,1,256,Trig. 256                               ,74.607422,0.169922,,,,,,,,,,,,,
74783203,1,256,Trig. 256                               ,74.783203,0.175781,,,,,,,,,,,,,
74998047,1,9,Trig. 9                                 ,74.998047,0.214844,0.214844,,9,3,,,,,,,,,
75134766,1,256,Trig. 256                               ,75.134766,0.136719,,,,,,,,,,,,,
75466797,1,2,Trig. 2                                 ,75.466797,0.332031,0.332031,,2,,,,,,,,,,
75484375,1,256,Trig. 256                               ,75.484375,0.017578,,,,,,,,,,,,,
75490234,1,256,Trig. 256                               ,75.490234,0.005859,,,,,,,,,,,,,
75609375,1,4096,Trig. 4096                              ,75.609375,0.119141,,,,,,,,,,,,,
75632813,1,4,Trig. 4                                 ,75.632813,0.023438,,,4,,,,,,,,,,
76398438,1,252,Trig. 252                               ,76.398438,0.765625,,1,,,,,,,,,,,
76410156,1,7,Trig. 7                                 ,76.410156,0.011718,0.011718,,7,1,,,,,,,,,
76574219,1,256,Trig. 256                               ,76.574219,0.164063,,,,,,,,,,,,,
76744141,1,256,Trig. 256                               ,76.744141,0.169922,,,,,,,,,,,,,
76849609,1,256,Trig. 256                               ,76.849609,0.105468,,,,,,,,,,,,,
76923828,1,256,Trig. 256                               ,76.923828,0.074219,,,,,,,,,,,,,
76929688,1,256,Trig. 256                               ,76.929688,0.00586,,,,,,,,,,,,,
77107422,1,8,Trig. 8                                 ,77.107422,0.177734,0.177734,,8,2,,,,,,,,,
77261719,1,256,Trig. 256                               ,77.261719,0.154297,,,,,,,,,,,,,
77265625,1,256,Trig. 256                               ,77.265625,0.003906,,,,,,,,,,,,,
77445313,1,256,Trig. 256                               ,77.445313,0.179688,,,,,,,,,,,,,
77621094,1,256,Trig. 256                               ,77.621094,0.175781,,,,,,,,,,,,,
77806641,1,9,Trig. 9                                 ,77.806641,0.185547,0.185547,,9,3,,,,,,,,,
77966797,1,256,Trig. 256                               ,77.966797,0.160156,,,,,,,,,,,,,
78136719,1,256,Trig. 256                               ,78.136719,0.169922,,,,,,,,,,,,,
78312500,1,256,Trig. 256                               ,78.3125,0.175781,,,,,,,,,,,,,
78537109,1,1,Trig. 1                                 ,78.537109,0.224609,,,1,,,,,,,,,,
78646484,1,2048,Trig. 2048                              ,78.646484,0.109375,,,,,,,,,,,,,
78656250,1,3,Trig. 3                                 ,78.65625,0.009766,,,3,,,,,,,,,,
79207031,1,252,Trig. 252                               ,79.207031,0.550781,,1,,,,,,,,,,,
79232422,1,7,Trig. 7                                 ,79.232422,0.025391,0.025391,,7,1,,,,,,,,,
79402344,1,256,Trig. 256                               ,79.402344,0.169922,,,,,,,,,,,,,
79576172,1,256,Trig. 256                               ,79.576172,0.173828,,,,,,,,,,,,,
79582031,1,256,Trig. 256                               ,79.582031,0.005859,,,,,,,,,,,,,
79751953,1,256,Trig. 256                               ,79.751953,0.169922,,,,,,,,,,,,,
79916016,1,8,Trig. 8                                 ,79.916016,0.164063,0.164063,,8,2,,,,,,,,,
80056641,1,256,Trig. 256                               ,80.056641,0.140625,,,,,,,,,,,,,
80062500,1,256,Trig. 256                               ,80.0625,0.005859,,,,,,,,,,,,,
80226563,1,256,Trig. 256                               ,80.226563,0.164063,,,,,,,,,,,,,
80402344,1,256,Trig. 256                               ,80.402344,0.175781,,,,,,,,,,,,,
80615234,1,9,Trig. 9                                 ,80.615234,0.21289,0.21289,,9,3,,,,,,,,,
80753906,1,256,Trig. 256                               ,80.753906,0.138672,,,,,,,,,,,,,
81103516,1,256,Trig. 256                               ,81.103516,0.34961,,,,,,,,,,,,,
81109375,1,256,Trig. 256                               ,81.109375,0.005859,,,,,,,,,,,,,
81119141,1,1,Trig. 1                                 ,81.119141,0.009766,,,1,,,,,,,,,,
81248047,1,2048,Trig. 2048                              ,81.248047,0.128906,,,,,,,,,,,,,
81267578,1,3,Trig. 3                                 ,81.267578,0.019531,,,3,,,,,,,,,,
82015625,1,252,Trig. 252                               ,82.015625,0.748047,,1,,,,,,,,,,,
82039063,1,7,Trig. 7                                 ,82.039063,0.023438,0.023438,,7,1,,,,,,,,,
82193359,1,256,Trig. 256                               ,82.193359,0.154296,,,,,,,,,,,,,
82363281,1,256,Trig. 256                               ,82.363281,0.169922,,,,,,,,,,,,,
