Tmu         ,Code,TriNo,Comnt,Time,Time_Diff,Trig_to_256,"Start=1, Stop=2",Manual_triggers,Sound_Triggers,,time_bw_triggers,,,,,,,total=750
1248818359,1,256,Trig. 256                               ,1248.818359,0.082031,,,,,,,,,,,,,
1248824219,1,256,Trig. 256                               ,1248.824219,0.00586,,,,,,,,,,,,,
1248857422,1,1,Trig. 1                                 ,1248.857422,0.033203,0.033203,,1,,,,,,,,,,
1248912109,1,256,Trig. 256                               ,1248.912109,0.054687,,,,,,,,,,,,,
1248949219,1,2048,Trig. 2048                              ,1248.949219,0.03711,,,,,,,,,,,,,
1248978516,1,3,Trig. 3                                 ,1248.978516,0.029297,0.029297,,3,,,,,,,,,,
1248994141,1,256,Trig. 256                               ,1248.994141,0.015625,,,,,,,,,,,,,
1249890625,1,252,Trig. 252                               ,1249.890625,0.896484,,1,,,,,,,,,,,
1249916016,1,7,Trig. 7                                 ,1249.916016,0.025391,0.025391,,7,1,,,,,,,,,
1250001953,1,256,Trig. 256                               ,1250.001953,0.085937,,,,,,,,,,,,,
1250083984,1,256,Trig. 256                               ,1250.083984,0.082031,,,,,,,,,,,,,
1250177734,1,256,Trig. 256                               ,1250.177734,0.09375,,,,,,,,,,,,,
1250257813,1,256,Trig. 256                               ,1250.257813,0.080079,,,,,,,,,,,,,
1250263672,1,256,Trig. 256                               ,1250.263672,0.005859,,,,,,,,,,,,,
1250351563,1,256,Trig. 256                               ,1250.351563,0.087891,,,,,,,,,,,,,
1250357422,1,256,Trig. 256                               ,1250.357422,0.005859,,,,,,,,,,,,,
1250429688,1,256,Trig. 256                               ,1250.429688,0.072266,,,,,,,,,,,,,
1250433594,1,256,Trig. 256                               ,1250.433594,0.003906,,,,,,,,,,,,,
1250439453,1,256,Trig. 256                               ,1250.439453,0.005859,,,,,,,,,,,,,
1250601563,1,8,Trig. 8                                 ,1250.601563,0.16211,0.16211,,8,2,,,,,,,,,
1250652344,1,256,Trig. 256                               ,1250.652344,0.050781,,,,,,,,,,,,,
1250734375,1,256,Trig. 256                               ,1250.734375,0.082031,,,,,,,,,,,,,
1250738281,1,256,Trig. 256                               ,1250.738281,0.003906,,,,,,,,,,,,,
1250826172,1,256,Trig. 256                               ,1250.826172,0.087891,,,,,,,,,,,,,
1250908203,1,256,Trig. 256                               ,1250.908203,0.082031,,,,,,,,,,,,,
1250914063,1,256,Trig. 256                               ,1250.914063,0.00586,,,,,,,,,,,,,
1251001953,1,256,Trig. 256                               ,1251.001953,0.08789,,,,,,,,,,,,,
1251083984,1,256,Trig. 256                               ,1251.083984,0.082031,,,,,,,,,,,,,
1251300781,1,9,Trig. 9                                 ,1251.300781,0.216797,0.216797,,9,3,,,,,,,,,
1251349609,1,256,Trig. 256                               ,1251.349609,0.048828,,,,,,,,,,,,,
1251435547,1,256,Trig. 256                               ,1251.435547,0.085938,,,,,,,,,,,,,
1251523438,1,256,Trig. 256                               ,1251.523438,0.087891,,,,,,,,,,,,,
1251605469,1,256,Trig. 256                               ,1251.605469,0.082031,,,,,,,,,,,,,
1251611328,1,256,Trig. 256                               ,1251.611328,0.005859,,,,,,,,,,,,,
1251699219,1,256,Trig. 256                               ,1251.699219,0.087891,,,,,,,,,,,,,
1251710938,1,256,Trig. 256                               ,1251.710938,0.011719,,,,,,,,,,,,,
1251750000,1,2,Trig. 2                                 ,1251.75,0.039062,0.039062,,2,,,,,,,,,,
1251785156,1,256,Trig. 256                               ,1251.785156,0.035156,,,,,,,,,,,,,
1251886719,1,4096,Trig. 4096                              ,1251.886719,0.101563,,,,,,,,,,,,,
1251904297,1,4,Trig. 4                                 ,1251.904297,0.017578,,,4,,,,,,,,,,
1252701172,1,252,Trig. 252                               ,1252.701172,0.796875,,1,,,,,,,,,,,
1252720703,1,7,Trig. 7                                 ,1252.720703,0.019531,0.019531,,7,1,,,,,,,,,
1252789063,1,256,Trig. 256                               ,1252.789063,0.06836,,,,,,,,,,,,,
1252875000,1,256,Trig. 256                               ,1252.875,0.085937,,,,,,,,,,,,,
1252962891,1,256,Trig. 256                               ,1252.962891,0.087891,,,,,,,,,,,,,
1253039063,1,256,Trig. 256                               ,1253.039063,0.076172,,,,,,,,,,,,,
1253044922,1,256,Trig. 256                               ,1253.044922,0.005859,,,,,,,,,,,,,
1253050781,1,256,Trig. 256                               ,1253.050781,0.005859,,,,,,,,,,,,,
1253138672,1,256,Trig. 256                               ,1253.138672,0.087891,,,,,,,,,,,,,
1253224609,1,256,Trig. 256                               ,1253.224609,0.085937,,,,,,,,,,,,,
1253412109,1,8,Trig. 8                                 ,1253.412109,0.1875,0.1875,,8,2,,,,,,,,,
1253484375,1,256,Trig. 256                               ,1253.484375,0.072266,,,,,,,,,,,,,
1253562500,1,256,Trig. 256                               ,1253.5625,0.078125,,,,,,,,,,,,,
1253566406,1,256,Trig. 256                               ,1253.566406,0.003906,,,,,,,,,,,,,
1253572266,1,256,Trig. 256                               ,1253.572266,0.00586,,,,,,,,,,,,,
1253662109,1,256,Trig. 256                               ,1253.662109,0.089843,,,,,,,,,,,,,
1253746094,1,256,Trig. 256                               ,1253.746094,0.083985,,,,,,,,,,,,,
1253833984,1,256,Trig. 256                               ,1253.833984,0.08789,,,,,,,,,,,,,
1253921875,1,256,Trig. 256                               ,1253.921875,0.087891,,,,,,,,,,,,,
1254111328,1,9,Trig. 9                                 ,1254.111328,0.189453,0.189453,,9,3,,,,,,,,,
1254181641,1,256,Trig. 256                               ,1254.181641,0.070313,,,,,,,,,,,,,
1254263672,1,256,Trig. 256                               ,1254.263672,0.082031,,,,,,,,,,,,,
1254355469,1,256,Trig. 256                               ,1254.355469,0.091797,,,,,,,,,,,,,
1254437500,1,256,Trig. 256                               ,1254.4375,0.082031,,,,,,,,,,,,,
1254443359,1,256,Trig. 256                               ,1254.443359,0.005859,,,,,,,,,,,,,
1254490234,1,2,Trig. 2                                 ,1254.490234,0.046875,0.046875,,2,,,,,,,,,,
1254531250,1,256,Trig. 256                               ,1254.53125,0.041016,,,,,,,,,,,,,
1254558594,1,256,Trig. 256                               ,1254.558594,0.027344,,,,,,,,,,,,,
1254562500,1,256,Trig. 256                               ,1254.5625,0.003906,,,,,,,,,,,,,
1254568359,1,256,Trig. 256                               ,1254.568359,0.005859,,,,,,,,,,,,,
1254617188,1,4096,Trig. 4096                              ,1254.617188,0.048829,,,,,,,,,,,,,
1254642578,1,4,Trig. 4                                 ,1254.642578,0.02539,,,4,,,,,,,,,,
1255513672,1,252,Trig. 252                               ,1255.513672,0.871094,,1,,,,,,,,,,,
1255525391,1,7,Trig. 7                                 ,1255.525391,0.011719,0.011719,,7,1,,,,,,,,,
1255621094,1,256,Trig. 256                               ,1255.621094,0.095703,,,,,,,,,,,,,
1255703125,1,256,Trig. 256                               ,1255.703125,0.082031,,,,,,,,,,,,,
1255796875,1,256,Trig. 256                               ,1255.796875,0.09375,,,,,,,,,,,,,
1255876953,1,256,Trig. 256                               ,1255.876953,0.080078,,,,,,,,,,,,,
1255882813,1,256,Trig. 256                               ,1255.882813,0.00586,,,,,,,,,,,,,
1255970703,1,256,Trig. 256                               ,1255.970703,0.08789,,,,,,,,,,,,,
1255976563,1,256,Trig. 256                               ,1255.976563,0.00586,,,,,,,,,,,,,
1256048828,1,256,Trig. 256                               ,1256.048828,0.072265,,,,,,,,,,,,,
1256052734,1,256,Trig. 256                               ,1256.052734,0.003906,,,,,,,,,,,,,
1256058594,1,256,Trig. 256                               ,1256.058594,0.00586,,,,,,,,,,,,,
1256222656,1,8,Trig. 8                                 ,1256.222656,0.164062,0.164062,,8,2,,,,,,,,,
1256318359,1,256,Trig. 256                               ,1256.318359,0.095703,,,,,,,,,,,,,
1256404297,1,256,Trig. 256                               ,1256.404297,0.085938,,,,,,,,,,,,,
1256492188,1,256,Trig. 256                               ,1256.492188,0.087891,,,,,,,,,,,,,
1256568359,1,256,Trig. 256                               ,1256.568359,0.076171,,,,,,,,,,,,,
1256574219,1,256,Trig. 256                               ,1256.574219,0.00586,,,,,,,,,,,,,
1256580078,1,256,Trig. 256                               ,1256.580078,0.005859,,,,,,,,,,,,,
1256667969,1,256,Trig. 256                               ,1256.667969,0.087891,,,,,,,,,,,,,
1256753906,1,256,Trig. 256                               ,1256.753906,0.085937,,,,,,,,,,,,,
1256923828,1,9,Trig. 9                                 ,1256.923828,0.169922,0.169922,,9,3,,,,,,,,,
1257013672,1,256,Trig. 256                               ,1257.013672,0.089844,,,,,,,,,,,,,
1257023438,1,256,Trig. 256                               ,1257.023438,0.009766,,,,,,,,,,,,,
1257091797,1,256,Trig. 256                               ,1257.091797,0.068359,,,,,,,,,,,,,
1257095703,1,256,Trig. 256                               ,1257.095703,0.003906,,,,,,,,,,,,,
1257101563,1,256,Trig. 256                               ,1257.101563,0.00586,,,,,,,,,,,,,
1257189453,1,256,Trig. 256                               ,1257.189453,0.08789,,,,,,,,,,,,,
1257275391,1,256,Trig. 256                               ,1257.275391,0.085938,,,,,,,,,,,,,
1257365234,1,256,Trig. 256                               ,1257.365234,0.089843,,,,,,,,,,,,,
1257451172,1,256,Trig. 256                               ,1257.451172,0.085938,,,,,,,,,,,,,
1257472656,1,2,Trig. 2                                 ,1257.472656,0.021484,,,2,,,,,,,,,,
1257599609,1,4096,Trig. 4096                              ,1257.599609,0.126953,,,,,,,,,,,,,
1257623047,1,4,Trig. 4                                 ,1257.623047,0.023438,,,4,,,,,,,,,,
1257630859,1,14,Trig. 14                                ,1257.630859,0.007812,,,,,,,,,,,,,
1258332031,1,252,Trig. 252                               ,1258.332031,0.701172,,1,,,,,,,,,,,
1258347656,1,7,Trig. 7                                 ,1258.347656,0.015625,0.015625,,7,1,,,,,,,,,
1258408203,1,256,Trig. 256                               ,1258.408203,0.060547,,,,,,,,,,,,,
1258494141,1,256,Trig. 256                               ,1258.494141,0.085938,,,,,,,,,,,,,
1258582031,1,256,Trig. 256                               ,1258.582031,0.08789,,,,,,,,,,,,,
1258658203,1,256,Trig. 256                               ,1258.658203,0.076172,,,,,,,,,,,,,
1258664063,1,256,Trig. 256                               ,1258.664063,0.00586,,,,,,,,,,,,,
1258669922,1,256,Trig. 256                               ,1258.669922,0.005859,,,,,,,,,,,,,
1258757813,1,256,Trig. 256                               ,1258.757813,0.087891,,,,,,,,,,,,,
1258843750,1,256,Trig. 256                               ,1258.84375,0.085937,,,,,,,,,,,,,
1259041016,1,8,Trig. 8                                 ,1259.041016,0.197266,0.197266,,8,2,,,,,,,,,
1259103516,1,256,Trig. 256                               ,1259.103516,0.0625,,,,,,,,,,,,,
1259181641,1,256,Trig. 256                               ,1259.181641,0.078125,,,,,,,,,,,,,
1259185547,1,256,Trig. 256                               ,1259.185547,0.003906,,,,,,,,,,,,,
1259191406,1,256,Trig. 256                               ,1259.191406,0.005859,,,,,,,,,,,,,
1259281250,1,256,Trig. 256                               ,1259.28125,0.089844,,,,,,,,,,,,,
1259365234,1,256,Trig. 256                               ,1259.365234,0.083984,,,,,,,,,,,,,
1259455078,1,256,Trig. 256                               ,1259.455078,0.089844,,,,,,,,,,,,,
1259541016,1,256,Trig. 256                               ,1259.541016,0.085938,,,,,,,,,,,,,
1259740234,1,9,Trig. 9                                 ,1259.740234,0.199218,0.199218,,9,3,,,,,,,,,
1259800781,1,256,Trig. 256                               ,1259.800781,0.060547,,,,,,,,,,,,,
1259882813,1,256,Trig. 256                               ,1259.882813,0.082032,,,,,,,,,,,,,
1259974609,1,256,Trig. 256                               ,1259.974609,0.091796,,,,,,,,,,,,,
1260056641,1,256,Trig. 256                               ,1260.056641,0.082032,,,,,,,,,,,,,
1260062500,1,256,Trig. 256                               ,1260.0625,0.005859,,,,,,,,,,,,,
1260111328,1,2,Trig. 2                                 ,1260.111328,0.048828,0.048828,,2,,,,,,,,,,
1260150391,1,256,Trig. 256                               ,1260.150391,0.039063,,,,,,,,,,,,,
1260226563,1,4096,Trig. 4096                              ,1260.226563,0.076172,,,,,,,,,,,,,
1260232422,1,256,Trig. 256                               ,1260.232422,0.005859,,,,,,,,,,,,,
1260244141,1,4,Trig. 4                                 ,1260.244141,0.011719,,,4,,,,,,,,,,
1261140625,1,252,Trig. 252                               ,1261.140625,0.896484,,1,,,,,,,,,,,
1261154297,1,7,Trig. 7                                 ,1261.154297,0.013672,0.013672,,7,1,,,,,,,,,
1261240234,1,256,Trig. 256                               ,1261.240234,0.085937,,,,,,,,,,,,,
1261322266,1,256,Trig. 256                               ,1261.322266,0.082032,,,,,,,,,,,,,
1261416016,1,256,Trig. 256                               ,1261.416016,0.09375,,,,,,,,,,,,,
1261496094,1,256,Trig. 256                               ,1261.496094,0.080078,,,,,,,,,,,,,
1261501953,1,256,Trig. 256                               ,1261.501953,0.005859,,,,,,,,,,,,,
1261589844,1,256,Trig. 256                               ,1261.589844,0.087891,,,,,,,,,,,,,
1261595703,1,256,Trig. 256                               ,1261.595703,0.005859,,,,,,,,,,,,,
1261667969,1,256,Trig. 256                               ,1261.667969,0.072266,,,,,,,,,,,,,
1261671875,1,256,Trig. 256                               ,1261.671875,0.003906,,,,,,,,,,,,,
1261677734,1,256,Trig. 256                               ,1261.677734,0.005859,,,,,,,,,,,,,
1261851563,1,8,Trig. 8                                 ,1261.851563,0.173829,0.173829,,8,2,,,,,,,,,
1261937500,1,256,Trig. 256                               ,1261.9375,0.085937,,,,,,,,,,,,,
1262023438,1,256,Trig. 256                               ,1262.023438,0.085938,,,,,,,,,,,,,
1262111328,1,256,Trig. 256                               ,1262.111328,0.08789,,,,,,,,,,,,,
1262187500,1,256,Trig. 256                               ,1262.1875,0.076172,,,,,,,,,,,,,
1262193359,1,256,Trig. 256                               ,1262.193359,0.005859,,,,,,,,,,,,,
1262199219,1,256,Trig. 256                               ,1262.199219,0.00586,,,,,,,,,,,,,
1262287109,1,256,Trig. 256                               ,1262.287109,0.08789,,,,,,,,,,,,,
1262373047,1,256,Trig. 256                               ,1262.373047,0.085938,,,,,,,,,,,,,
1262552734,1,9,Trig. 9                                 ,1262.552734,0.179687,,,9,3,,,,,,,,,
1262562500,1,14,Trig. 14                                ,1262.5625,0.009766,,,,,,,,,,,,,
1262632813,1,256,Trig. 256                               ,1262.632813,0.070313,,,,,,,,,,,,,
1262642578,1,256,Trig. 256                               ,1262.642578,0.009765,,,,,,,,,,,,,
1262710938,1,256,Trig. 256                               ,1262.710938,0.06836,,,,,,,,,,,,,
1262714844,1,256,Trig. 256                               ,1262.714844,0.003906,,,,,,,,,,,,,
1262720703,1,256,Trig. 256                               ,1262.720703,0.005859,,,,,,,,,,,,,
1262808594,1,256,Trig. 256                               ,1262.808594,0.087891,,,,,,,,,,,,,
1262880859,1,2,Trig. 2                                 ,1262.880859,0.072265,0.072265,,2,,,,,,,,,,
1262894531,1,256,Trig. 256                               ,1262.894531,0.013672,,,,,,,,,,,,,
1262984375,1,256,Trig. 256                               ,1262.984375,0.089844,,,,,,,,,,,,,
1263007813,1,4096,Trig. 4096                              ,1263.007813,0.023438,,,,,,,,,,,,,
1263035156,1,4,Trig. 4                                 ,1263.035156,0.027343,0.027343,,4,,,,,,,,,,
1263070313,1,256,Trig. 256                               ,1263.070313,0.035157,,,,,,,,,,,,,
1263955078,1,252,Trig. 252                               ,1263.955078,0.884765,,1,,,,,,,,,,,
1263976563,1,7,Trig. 7                                 ,1263.976563,0.021485,0.021485,,7,1,,,,,,,,,
1264072266,1,256,Trig. 256                               ,1264.072266,0.095703,,,,,,,,,,,,,
1264160156,1,256,Trig. 256                               ,1264.160156,0.08789,,,,,,,,,,,,,
1264248047,1,256,Trig. 256                               ,1264.248047,0.087891,,,,,,,,,,,,,
1264333984,1,256,Trig. 256                               ,1264.333984,0.085937,,,,,,,,,,,,,
1264423828,1,256,Trig. 256                               ,1264.423828,0.089844,,,,,,,,,,,,,
1264509766,1,256,Trig. 256                               ,1264.509766,0.085938,,,,,,,,,,,,,
1264664063,1,8,Trig. 8                                 ,1264.664063,0.154297,0.154297,,8,2,,,,,,,,,
1264722656,1,256,Trig. 256                               ,1264.722656,0.058593,,,,,,,,,,,,,
1264800781,1,256,Trig. 256                               ,1264.800781,0.078125,,,,,,,,,,,,,
1264804688,1,256,Trig. 256                               ,1264.804688,0.003907,,,,,,,,,,,,,
1264810547,1,256,Trig. 256                               ,1264.810547,0.005859,,,,,,,,,,,,,
1264898438,1,256,Trig. 256                               ,1264.898438,0.087891,,,,,,,,,,,,,
1264984375,1,256,Trig. 256                               ,1264.984375,0.085937,,,,,,,,,,,,,
1265072266,1,256,Trig. 256                               ,1265.072266,0.087891,,,,,,,,,,,,,
1265160156,1,256,Trig. 256                               ,1265.160156,0.08789,,,,,,,,,,,,,
1265365234,1,9,Trig. 9                                 ,1265.365234,0.205078,0.205078,,9,3,,,,,,,,,
1265419922,1,256,Trig. 256                               ,1265.419922,0.054688,,,,,,,,,,,,,
1265501953,1,256,Trig. 256                               ,1265.501953,0.082031,,,,,,,,,,,,,
1265593750,1,256,Trig. 256                               ,1265.59375,0.091797,,,,,,,,,,,,,
1265675781,1,256,Trig. 256                               ,1265.675781,0.082031,,,,,,,,,,,,,
1265681641,1,256,Trig. 256                               ,1265.681641,0.00586,,,,,,,,,,,,,
1265685547,1,1,Trig. 1                                 ,1265.685547,0.003906,0.003906,,1,,,,,,,,,,
1265769531,1,256,Trig. 256                               ,1265.769531,0.083984,,,,,,,,,,,,,
1265822266,1,2048,Trig. 2048                              ,1265.822266,0.052735,,,,,,,,,,,,,
1265837891,1,3,Trig. 3                                 ,1265.837891,0.015625,0.015625,,3,,,,,,,,,,
1265851563,1,256,Trig. 256                               ,1265.851563,0.013672,,,,,,,,,,,,,
1266765625,1,252,Trig. 252                               ,1266.765625,0.914062,,1,,,,,,,,,,,
1266781250,1,7,Trig. 7                                 ,1266.78125,0.015625,0.015625,,7,1,,,,,,,,,
1266859375,1,256,Trig. 256                               ,1266.859375,0.078125,,,,,,,,,,,,,
1266941406,1,256,Trig. 256                               ,1266.941406,0.082031,,,,,,,,,,,,,
1267035156,1,256,Trig. 256                               ,1267.035156,0.09375,,,,,,,,,,,,,
1267115234,1,256,Trig. 256                               ,1267.115234,0.080078,,,,,,,,,,,,,
1267121094,1,256,Trig. 256                               ,1267.121094,0.00586,,,,,,,,,,,,,
1267208984,1,256,Trig. 256                               ,1267.208984,0.08789,,,,,,,,,,,,,
1267214844,1,256,Trig. 256                               ,1267.214844,0.00586,,,,,,,,,,,,,
1267287109,1,256,Trig. 256                               ,1267.287109,0.072265,,,,,,,,,,,,,
1267291016,1,256,Trig. 256                               ,1267.291016,0.003907,,,,,,,,,,,,,
1267296875,1,256,Trig. 256                               ,1267.296875,0.005859,,,,,,,,,,,,,
1267476563,1,8,Trig. 8                                 ,1267.476563,0.179688,,,8,2,,,,,,,,,
1267486328,1,14,Trig. 14                                ,1267.486328,0.009765,,,,,,,,,,,,,
1267556641,1,256,Trig. 256                               ,1267.556641,0.070313,,,,,,,,,,,,,
1267642578,1,256,Trig. 256                               ,1267.642578,0.085937,,,,,,,,,,,,,
1267730469,1,256,Trig. 256                               ,1267.730469,0.087891,,,,,,,,,,,,,
1267806641,1,256,Trig. 256                               ,1267.806641,0.076172,,,,,,,,,,,,,
1267812500,1,256,Trig. 256                               ,1267.8125,0.005859,,,,,,,,,,,,,
1267818359,1,256,Trig. 256                               ,1267.818359,0.005859,,,,,,,,,,,,,
1267906250,1,256,Trig. 256                               ,1267.90625,0.087891,,,,,,,,,,,,,
1267992188,1,256,Trig. 256                               ,1267.992188,0.085938,,,,,,,,,,,,,
1268177734,1,9,Trig. 9                                 ,1268.177734,0.185546,0.185546,,9,3,,,,,,,,,
1268251953,1,256,Trig. 256                               ,1268.251953,0.074219,,,,,,,,,,,,,
1268330078,1,256,Trig. 256                               ,1268.330078,0.078125,,,,,,,,,,,,,
1268333984,1,256,Trig. 256                               ,1268.333984,0.003906,,,,,,,,,,,,,
1268339844,1,256,Trig. 256                               ,1268.339844,0.00586,,,,,,,,,,,,,
1268427734,1,256,Trig. 256                               ,1268.427734,0.08789,,,,,,,,,,,,,
1268437500,1,1,Trig. 1                                 ,1268.4375,0.009766,0.009766,,1,,,,,,,,,,
1268513672,1,256,Trig. 256                               ,1268.513672,0.076172,,,,,,,,,,,,,
1268570313,1,2048,Trig. 2048                              ,1268.570313,0.056641,,,,,,,,,,,,,
1268587891,1,3,Trig. 3                                 ,1268.587891,0.017578,0.017578,,3,,,,,,,,,,
1268603516,1,256,Trig. 256                               ,1268.603516,0.015625,,,,,,,,,,,,,
1268689453,1,256,Trig. 256                               ,1268.689453,0.085937,,,,,,,,,,,,,
1269578125,1,252,Trig. 252                               ,1269.578125,0.888672,,1,,,,,,,,,,,
1269603516,1,7,Trig. 7                                 ,1269.603516,0.025391,0.025391,,7,1,,,,,,,,,
1269691406,1,256,Trig. 256                               ,1269.691406,0.08789,,,,,,,,,,,,,
1269779297,1,256,Trig. 256                               ,1269.779297,0.087891,,,,,,,,,,,,,
1269867188,1,256,Trig. 256                               ,1269.867188,0.087891,,,,,,,,,,,,,
1269953125,1,256,Trig. 256                               ,1269.953125,0.085937,,,,,,,,,,,,,
1270042969,1,256,Trig. 256                               ,1270.042969,0.089844,,,,,,,,,,,,,
1270128906,1,256,Trig. 256                               ,1270.128906,0.085937,,,,,,,,,,,,,
1270289063,1,8,Trig. 8                                 ,1270.289063,0.160157,,,8,2,,,,,,,,,
1270298828,1,14,Trig. 14                                ,1270.298828,0.009765,,,,,,,,,,,,,
1270341797,1,256,Trig. 256                               ,1270.341797,0.042969,,,,,,,,,,,,,
1270419922,1,256,Trig. 256                               ,1270.419922,0.078125,,,,,,,,,,,,,
1270423828,1,256,Trig. 256                               ,1270.423828,0.003906,,,,,,,,,,,,,
1270429688,1,256,Trig. 256                               ,1270.429688,0.00586,,,,,,,,,,,,,
1270517578,1,256,Trig. 256                               ,1270.517578,0.08789,,,,,,,,,,,,,
1270603516,1,256,Trig. 256                               ,1270.603516,0.085938,,,,,,,,,,,,,
1270691406,1,256,Trig. 256                               ,1270.691406,0.08789,,,,,,,,,,,,,
1270779297,1,256,Trig. 256                               ,1270.779297,0.087891,,,,,,,,,,,,,
1270990234,1,9,Trig. 9                                 ,1270.990234,0.210937,,,9,3,,,,,,,,,
1271000000,1,14,Trig. 14                                ,1271,0.009766,,,,,,,,,,,,,
1271039063,1,256,Trig. 256                               ,1271.039063,0.039063,,,,,,,,,,,,,
1271121094,1,256,Trig. 256                               ,1271.121094,0.082031,,,,,,,,,,,,,
1271212891,1,256,Trig. 256                               ,1271.212891,0.091797,,,,,,,,,,,,,
1271294922,1,256,Trig. 256                               ,1271.294922,0.082031,,,,,,,,,,,,,
1271300781,1,256,Trig. 256                               ,1271.300781,0.005859,,,,,,,,,,,,,
1271388672,1,256,Trig. 256                               ,1271.388672,0.087891,,,,,,,,,,,,,
1271443359,1,1,Trig. 1                                 ,1271.443359,0.054687,0.054687,,1,,,,,,,,,,
1271470703,1,256,Trig. 256                               ,1271.470703,0.027344,,,,,,,,,,,,,
1271578125,1,2048,Trig. 2048                              ,1271.578125,0.107422,,,,,,,,,,,,,
1271593750,1,3,Trig. 3                                 ,1271.59375,0.015625,,,3,,,,,,,,,,
1272390625,1,252,Trig. 252                               ,1272.390625,0.796875,,1,,,,,,,,,,,
1272408203,1,7,Trig. 7                                 ,1272.408203,0.017578,0.017578,,7,1,,,,,,,,,
1272478516,1,256,Trig. 256                               ,1272.478516,0.070313,,,,,,,,,,,,,
1272560547,1,256,Trig. 256                               ,1272.560547,0.082031,,,,,,,,,,,,,
1272654297,1,256,Trig. 256                               ,1272.654297,0.09375,,,,,,,,,,,,,
1272734375,1,256,Trig. 256                               ,1272.734375,0.080078,,,,,,,,,,,,,
1272740234,1,256,Trig. 256                               ,1272.740234,0.005859,,,,,,,,,,,,,
1272828125,1,256,Trig. 256                               ,1272.828125,0.087891,,,,,,,,,,,,,
1272833984,1,256,Trig. 256                               ,1272.833984,0.005859,,,,,,,,,,,,,
1272906250,1,256,Trig. 256                               ,1272.90625,0.072266,,,,,,,,,,,,,
1272910156,1,256,Trig. 256                               ,1272.910156,0.003906,,,,,,,,,,,,,
1272916016,1,256,Trig. 256                               ,1272.916016,0.00586,,,,,,,,,,,,,
1273101563,1,8,Trig. 8                                 ,1273.101563,0.185547,0.185547,,8,2,,,,,,,,,
1273175781,1,256,Trig. 256                               ,1273.175781,0.074218,,,,,,,,,,,,,
1273261719,1,256,Trig. 256                               ,1273.261719,0.085938,,,,,,,,,,,,,
1273349609,1,256,Trig. 256                               ,1273.349609,0.08789,,,,,,,,,,,,,
1273425781,1,256,Trig. 256                               ,1273.425781,0.076172,,,,,,,,,,,,,
1273431641,1,256,Trig. 256                               ,1273.431641,0.00586,,,,,,,,,,,,,
1273437500,1,256,Trig. 256                               ,1273.4375,0.005859,,,,,,,,,,,,,
1273525391,1,256,Trig. 256                               ,1273.525391,0.087891,,,,,,,,,,,,,
1273611328,1,256,Trig. 256                               ,1273.611328,0.085937,,,,,,,,,,,,,
1273800781,1,9,Trig. 9                                 ,1273.800781,0.189453,0.189453,,9,3,,,,,,,,,
1273871094,1,256,Trig. 256                               ,1273.871094,0.070313,,,,,,,,,,,,,
1273949219,1,256,Trig. 256                               ,1273.949219,0.078125,,,,,,,,,,,,,
1273953125,1,256,Trig. 256                               ,1273.953125,0.003906,,,,,,,,,,,,,
1273958984,1,256,Trig. 256                               ,1273.958984,0.005859,,,,,,,,,,,,,
1274046875,1,256,Trig. 256                               ,1274.046875,0.087891,,,,,,,,,,,,,
1274132813,1,256,Trig. 256                               ,1274.132813,0.085938,,,,,,,,,,,,,
1274222656,1,256,Trig. 256                               ,1274.222656,0.089843,,,,,,,,,,,,,
1274308594,1,256,Trig. 256                               ,1274.308594,0.085938,,,,,,,,,,,,,
1274429688,1,2048,Trig. 2048                              ,1274.429688,0.121094,,,,,,,,,,,,,
1274462891,1,3,Trig. 3                                 ,1274.462891,0.033203,,,3,,,,,,,,,,
1275201172,1,252,Trig. 252                               ,1275.201172,0.738281,,1,,,,,,,,,,,
1275212891,1,7,Trig. 7                                 ,1275.212891,0.011719,0.011719,,7,1,,,,,,,,,
1275310547,1,256,Trig. 256                               ,1275.310547,0.097656,,,,,,,,,,,,,
1275398438,1,256,Trig. 256                               ,1275.398438,0.087891,,,,,,,,,,,,,
1275486328,1,256,Trig. 256                               ,1275.486328,0.08789,,,,,,,,,,,,,
1275572266,1,256,Trig. 256                               ,1275.572266,0.085938,,,,,,,,,,,,,
1275662109,1,256,Trig. 256                               ,1275.662109,0.089843,,,,,,,,,,,,,
1275748047,1,256,Trig. 256                               ,1275.748047,0.085938,,,,,,,,,,,,,
1275910156,1,8,Trig. 8                                 ,1275.910156,0.162109,0.162109,,8,2,,,,,,,,,
1275960938,1,256,Trig. 256                               ,1275.960938,0.050782,,,,,,,,,,,,,
1276039063,1,256,Trig. 256                               ,1276.039063,0.078125,,,,,,,,,,,,,
1276042969,1,256,Trig. 256                               ,1276.042969,0.003906,,,,,,,,,,,,,
1276048828,1,256,Trig. 256                               ,1276.048828,0.005859,,,,,,,,,,,,,
1276136719,1,256,Trig. 256                               ,1276.136719,0.087891,,,,,,,,,,,,,
1276222656,1,256,Trig. 256                               ,1276.222656,0.085937,,,,,,,,,,,,,
1276310547,1,256,Trig. 256                               ,1276.310547,0.087891,,,,,,,,,,,,,
1276398438,1,256,Trig. 256                               ,1276.398438,0.087891,,,,,,,,,,,,,
1276611328,1,9,Trig. 9                                 ,1276.611328,0.21289,0.21289,,9,3,,,,,,,,,
1276658203,1,256,Trig. 256                               ,1276.658203,0.046875,,,,,,,,,,,,,
1276740234,1,256,Trig. 256                               ,1276.740234,0.082031,,,,,,,,,,,,,
